      -0.700000       -0.47      -2.93       3.97       3.97       1029
      -0.700000        5.33       1.73       4.68       4.68       1011
      -0.700000       -5.83       2.94       4.93       4.93        999
      -0.700000        3.77      -2.51       5.30       5.30       1027
      -0.600000       -0.46      -2.92       3.76       3.76       1029
      -0.600000        3.78      -2.51       4.73       4.73       1027
      -0.600000       -5.82       2.94       4.79       4.79        999
      -0.600000        5.33       1.73       4.82       4.82       1011
      -0.500000       -0.46      -2.92       3.84       3.84       1029
      -0.500000       -5.81       2.94       4.55       4.55        999
      -0.500000        5.34       1.73       4.84       4.84       1011
      -0.500000        3.79      -2.51       4.94       4.94       1027
      -0.400000       -0.45      -2.92       3.49       3.49       1029
      -0.400000       -5.81       2.94       4.59       4.59        999
      -0.400000        5.35       1.73       4.80       4.80       1011
      -0.400000        3.79      -2.51       5.35       5.35       1027
      -0.300000       -0.45      -2.92       3.75       3.75       1029
      -0.300000       -5.80       2.94       4.51       4.51        999
      -0.300000        5.35       1.73       4.74       4.74       1011
      -0.300000        3.80      -2.51       4.99       4.99       1027
      -0.100000       -0.43      -2.92       3.78       3.78       1029
      -0.100000       -5.79       2.94       4.40       4.40        999
      -0.100000        5.36       1.73       4.83       4.83       1011
      -0.100000        3.81      -2.51       4.97       4.97       1027
       0.000000       -0.43      -2.92       3.48       3.48       1029
       0.000000       -5.78       2.94       4.77       4.77        999
       0.000000        5.37       1.73       4.99       4.99       1011
       0.000000        3.82      -2.51       5.26       5.26       1027
       0.100000       -0.42      -2.92       3.33       3.33       1029
       0.100000        5.38       1.73       4.71       4.71       1011
       0.100000       -5.78       2.94       4.98       4.98        999
       0.100000        3.83      -2.51       5.25       5.25       1027
       0.300000       -0.41      -2.92       3.65       3.65       1029
       0.300000        5.39       1.73       4.46       4.46       1011
       0.300000       -5.76       2.94       4.76       4.76        999
       0.300000        3.84      -2.51       5.00       5.00       1027
       0.400000       -0.40      -2.92       3.73       3.73       1029
       0.400000       -5.76       2.94       4.57       4.57        999
       0.400000        5.40       1.73       4.93       4.93       1011
       0.400000        3.85      -2.51       5.24       5.24       1027
       0.500000       -0.40      -2.92       3.53       3.53       1029
       0.500000        5.40       1.73       4.63       4.63       1011
       0.500000       -5.75       2.94       4.64       4.64        999
       0.500000        3.85      -2.51       5.51       5.51       1027
       0.600000       -0.38      -2.92       3.48       3.48       1029
       0.600000       -5.74       2.94       4.31       4.31        999
       0.600000        5.41       1.73       4.67       4.67       1011
       0.600000        3.86      -2.51       5.20       5.20       1027
       0.700000       -0.38      -2.92       3.51       3.51       1029
       0.700000       -5.74       2.94       4.63       4.63        999
       0.700000        5.42       1.73       4.90       4.90       1011
       0.700000        3.86      -2.51       5.22       5.22       1027
       0.800000       -0.38      -2.92       3.68       3.68       1029
       0.800000       -5.73       2.94       4.60       4.60        999
       0.800000        5.42       1.73       4.67       4.67       1011
       0.800000        3.87      -2.51       5.22       5.22       1027
       0.900000       -0.37      -2.92       3.42       3.42       1029
       0.900000       -5.72       2.94       4.78       4.78        999
       0.900000        5.43       1.73       4.94       4.94       1011
       0.900000        3.88      -2.51       5.28       5.28       1027
       1.000000       -0.36      -2.92       3.30       3.30       1029
       1.000000        5.44       1.73       4.84       4.84       1011
       1.000000       -5.72       2.94       4.84       4.84        999
       1.000000        3.89      -2.51       4.88       4.88       1027
       1.100000       -0.36      -2.92       3.60       3.60       1029
       1.100000       -5.71       2.94       4.29       4.29        999
       1.100000        5.44       1.73       4.84       4.84       1011
       1.100000        3.89      -2.51       4.96       4.96       1027
       1.200000       -0.35      -2.92       3.74       3.74       1029
       1.200000        5.45       1.73       4.54       4.54       1011
       1.200000       -5.71       2.94       4.63       4.63        999
       1.200000        3.89      -2.51       5.29       5.29       1027
