      -0.700000	  1	 -0.50
      -0.600000	  1	 -0.50
      -0.500000	  1	 -0.50
      -0.400000	  1	 -0.50
      -0.300000	  1	 -0.50
      -0.100000	  1	 -0.50
       0.000000	  1	 -0.50
       0.100000	  1	 -0.50
       0.300000	  1	 -0.50
       0.400000	  1	 -0.50
       0.500000	  1	 -0.50
       0.600000	  1	 -0.50
       0.700000	  1	 -0.50
       0.800000	  1	 -0.50
       0.900000	  1	 -0.50
       1.000000	  1	 -0.50
       1.100000	  1	 -0.50
       1.200000    0   4.60
       1.300000    0   4.60
       1.400000    0   4.60
       1.500000    0   4.60
       1.600000    0   4.60
       1.700000    0   4.60
       1.800000    0   4.60
       1.900000    0   4.60
       3.100000	  1	 -0.50
       3.200000	  1	 -0.50
       3.300000	  1	 -0.50
       3.400000	  1	 -0.50
       3.500000	  1	 -0.50
       3.600000	  1	 -0.50
       3.700000	  1	 -0.50
       3.800000	  1	 -0.50
       3.900000	  1	 -0.50
       4.000000    0   4.08
       4.100000    0   4.22
       4.200000    0   4.17
       4.300000    0   4.16
       4.400000    0   4.11
       4.500000    0   4.09
       4.600000    0   4.11
       4.700000    0   4.15
       4.800000    0   4.13
       4.900000    0   4.12
