      -0.700000       -0.47      -2.93       3.97       3.97       1030
      -0.700000        5.33       1.73       4.68       4.68       1012
      -0.700000       -5.83       2.94       4.93       4.93       1000
      -0.700000        3.77      -2.51       5.30       5.30       1028
      -0.600000       -0.46      -2.92       3.76       3.76       1030
      -0.600000        3.78      -2.51       4.73       4.73       1028
      -0.600000       -5.82       2.94       4.79       4.79       1000
      -0.600000        5.33       1.73       4.82       4.82       1012
      -0.500000       -0.46      -2.92       3.84       3.84       1030
      -0.500000       -5.81       2.94       4.55       4.55       1000
      -0.500000        5.34       1.73       4.84       4.84       1012
      -0.500000        3.79      -2.51       4.94       4.94       1028
      -0.400000       -0.45      -2.92       3.49       3.49       1030
      -0.400000       -5.81       2.94       4.59       4.59       1000
      -0.400000        5.35       1.73       4.80       4.80       1012
      -0.400000        3.79      -2.51       5.35       5.35       1028
      -0.300000       -0.45      -2.92       3.75       3.75       1030
      -0.300000       -5.80       2.94       4.51       4.51       1000
      -0.300000        5.35       1.73       4.74       4.74       1012
      -0.300000        3.80      -2.51       4.99       4.99       1028
      -0.100000       -0.43      -2.92       3.78       3.78       1030
      -0.100000       -5.79       2.94       4.40       4.40       1000
      -0.100000        5.36       1.73       4.83       4.83       1012
      -0.100000        3.81      -2.51       4.97       4.97       1028
       0.000000       -0.43      -2.92       3.48       3.48       1030
       0.000000       -5.78       2.94       4.77       4.77       1000
       0.000000        5.37       1.73       4.99       4.99       1012
       0.000000        3.82      -2.51       5.26       5.26       1028
       0.100000       -0.42      -2.92       3.33       3.33       1030
       0.100000        5.38       1.73       4.71       4.71       1012
       0.100000       -5.78       2.94       4.98       4.98       1000
       0.100000        3.83      -2.51       5.25       5.25       1028
       0.300000       -0.41      -2.92       3.65       3.65       1030
       0.300000        5.39       1.73       4.46       4.46       1012
       0.300000       -5.76       2.94       4.76       4.76       1000
       0.300000        3.84      -2.51       5.00       5.00       1028
       0.400000       -0.40      -2.92       3.73       3.73       1030
       0.400000       -5.76       2.94       4.57       4.57       1000
       0.400000        5.40       1.73       4.93       4.93       1012
       0.400000        3.85      -2.51       5.24       5.24       1028
       0.500000       -0.40      -2.92       3.53       3.53       1030
       0.500000        5.40       1.73       4.63       4.63       1012
       0.500000       -5.75       2.94       4.64       4.64       1000
       0.500000        3.85      -2.51       5.51       5.51       1028
       0.600000       -0.38      -2.92       3.48       3.48       1030
       0.600000       -5.74       2.94       4.31       4.31       1000
       0.600000        5.41       1.73       4.67       4.67       1012
       0.600000        3.86      -2.51       5.20       5.20       1028
